personal_number,first_name,family_name,age,sex,occupation,activity,partner_personal_number,family_id
3742463,Sigurd,Ortiz,44,Male,False,,5298379,294
1454738,Margareta,Andersson,55,Female,True,,3349187,96
3917124,Erica,Gustafsson,52,Female,True,,6739853,44
6510576,Ingvar,Olsson,73,Male,True,,2255042,25
4430370,Janice,Nelson-Sjöberg,9,Female,True,American football,,387
7798553,Frank,Myers,28,Male,True,,3275625,212
6230095,Michael,Walker,77,Male,True,,1670568,296
2255042,Johanna,Olsson,72,Female,True,,6510576,25
8916782,Rita,Edlund,44,Female,True,,4793570,297
7285741,Cecilia,Lewis,54,Female,True,,7913485,112
4670526,Sonya,Johansson,28,Female,False,,4774208,17
7017652,Kimberly,Clark-Copeland,21,Female,False,,8020679,268
9756673,Elias,Olsson,45,Male,True,,1305871,25
6741530,Stephanie,Baker,36,Female,True,,1948141,92
5941095,Staffan,Adams,52,Male,True,,8320532,298
9024097,Øyvind,Jones-Thorsen,12,Male,True,,,89
1670568,Victoria,Walker,80,Female,True,,6230095,296
4390333,Helena,Göransson,81,Female,True,,5172205,265
5067262,Erica,Higgins,59,Female,True,,4213755,300
8513530,Karin,Gallegos,49,Female,True,,9628251,301
1135987,Markus,Eriksen,31,Male,True,,5760955,302
9995900,Amy,Johansson,66,Female,True,,6649308,17
5172205,Otto,Göransson,58,Male,True,,4390333,265
2075095,Joy,Lindqvist-Medina,19,Female,True,,8593890,496
5182947,Amanda,Leonard,74,Female,True,,5014640,303
4213755,Finn,Higgins,67,Male,True,,5067262,300
6649308,Anders,Johansson,77,Male,True,,9995900,17
3520731,Jennifer,Henriksen,60,Female,True,,1539599,111
2823874,Inga-Lill,Perez,54,Female,True,,4895857,304
3530320,Jason,Rasmussen,42,Male,True,,7051449,66
3566083,Anna,Edlund,76,Female,True,,9447528,297
5058441,Marie,Hagen,70,Female,True,,8945396,36
5680638,Joseph,Miller-Walker,9,Male,True,American football,,101
7426364,Jennifer,Robinson-Russell,6,Female,True,Chess,,1012
1600295,Martin,Eliassen,38,Male,True,,2856338,147
5014640,Stig,Leonard,66,Male,True,,5182947,303
1539599,Hector,Henriksen,81,Male,True,,3520731,111
9287902,Dylan,Karlsson-Tveit,18,Male,False,Volleyball,2331047,64
6811437,James,Johnston,53,Male,True,,8857103,306
8597498,Brian,Duncan,39,Male,True,,3743297,307
9447528,Steven,Edlund,79,Male,True,,3566083,297
6417102,Cathrine,Sanchez,68,Female,True,,4748370,308
7076605,Katarina,Kent,68,Female,True,,4279444,309
6739853,James,Levine,45,Male,True,,3917124,310
4793570,Ryan,Cole,41,Male,True,,8916782,49
1140959,Margaretha,Abbott,28,Female,True,,4094556,311
1633219,Stephen,Mattsson-Spears,10,Male,True,Volleyball,,1112
4208040,Britta,Schneider,70,Female,True,,9456028,313
8945396,Jason,Hagen,66,Male,True,,5058441,36
4748370,Eirik,Sanchez,82,Male,True,,6417102,308
4279444,Jeff,Kent,82,Male,True,,7076605,309
6790251,Kerstin,Tveit,51,Female,True,,8874497,314
9456028,Andreas,Schneider,63,Male,True,,4208040,313
2204541,Krista,Gustafsson,77,Female,True,,5077565,44
9543887,Laila,Lundberg,69,Female,True,,3077650,315
5338153,Bjørg,Miller-Smith,25,Female,True,,6646367,101
7913485,Erik,Christensen,44,Male,True,,7285741,86
2662983,Mona,Flores-Mills,16,Female,True,American football,,148
9353987,Wendy,Allen,78,Female,True,,4633141,318
4774208,Paul,Flores,53,Male,True,,4670526,148
2063903,Richard,Andresen-Woodward,24,Male,False,,2153767,354
5077565,Kenneth,Gustafsson,57,Male,True,,2204541,44
1948141,Scott,Taylor,54,Male,True,,6741530,320
3724115,Shelby,Moreno,36,Female,False,,1478008,321
5599907,Jared,Delacruz-Nilsson,15,Male,True,Football,,233
3077650,Holger,Lundberg,57,Male,True,,9543887,315
4491505,Laura,Vik,49,Female,True,,8176577,8
1182366,Karin,Williams,64,Female,True,,6782567,140
2775715,Kelly,Holm,49,Female,True,,4669789,322
8231560,Line,Hartman,69,Female,True,,9745831,323
9628251,Christopher,Johnson,50,Male,True,,8513530,124
4895857,Henrik,Jones,51,Male,True,,2823874,89
4633141,Leif,Allen,71,Male,True,,9353987,318
4094556,Tobias,Svärd,40,Male,True,,1140959,1
5354836,Dana,Bell-Sjöström,16,Female,True,,,415
5415217,Egil,Anthony-Haugen,7,Male,True,American football,,894
2655328,Janne,Gray,62,Female,True,,1060192,326
8874497,Patrick,Moe,54,Male,True,,6790251,327
1464432,Ebba,Crawford,59,Female,True,,7288418,328
1525461,Brian,Karlsen-Phillips,22,Male,True,,1511414,97
6757218,Rut,Kristensen-Sørensen,17,Female,True,Tennis,,390
8427475,Mikaela,Engström-Shepherd,4,Female,True,,,367
4496261,Sarah,Vargas,36,Female,True,,9131791,331
1478008,Sander,Johansson,53,Male,True,,3724115,17
8176577,Travis,Andersson,40,Male,True,,4491505,96
1250993,Margareta,Cobb,43,Female,True,,9115731,119
6782567,James,Williams,73,Male,True,,1182366,140
4669789,Magnus,Andersson,35,Male,True,,2775715,96
9131791,Michael,Vasquez,48,Male,True,,4496261,55
9745831,Howard,Hartman,64,Male,True,,8231560,323
6030222,Crystal,Gustafsson,40,Female,True,,9384715,44
8847477,Anna,Johnson,54,Female,True,,9895239,124
1060192,Asbjørn,Gray,70,Male,True,,2655328,326
7288418,Sven,Crawford,77,Male,True,,1464432,328
2046946,Olav,Brekke-Frye,17,Male,True,Tennis,,279
8357224,James,Medina,75,Male,True,,5071662,68
8077702,Theresa,Cooper,47,Female,True,,1613531,332
9115731,Thomas,Watson,26,Male,True,,1250993,333
1315035,Sarah,Johansson,45,Female,True,,5999113,17
3406594,Espen,Harris,80,Male,True,,8495080,57
4094070,Deborah,Watson,47,Female,True,,7521603,333
9384715,Daniel,Gundersen,33,Male,True,,6030222,102
2933696,Keith,Håkansson,55,Male,True,,8099822,334
2331047,Birgitta,Karlsson-Pedersen,25,Female,True,,9287902,191
7188034,Patricia,Ellis-Gill,12,Female,True,Basketball,,58
5591108,Todd,Engen-Simon,16,Male,True,Chess,,421
5570271,Marc,Mosley-Thorsen,16,Male,True,Football,,348
2153767,Danielle,Björklund-Wallin,18,Female,False,Chess,2063903,663
1662998,Daniel,Amundsen-Lozano,17,Male,True,Tennis,,1040
3280909,Marcus,Meyer,55,Male,True,,4053861,277
1511414,Maj-Britt,Andresen-Karlsson,20,Female,False,,1525461,343
4657512,Angelica,Andersson,35,Female,False,,3103826,96
7353787,George,Karlsen,73,Male,True,,9949027,74
9895239,Gustav,Olsen,46,Male,True,,8847477,339
8580309,Ole,Cervantes,57,Male,True,,4362989,118
3960175,Brandon,Larsson-Martinsen,19,Male,True,,5929171,195
5929171,Stephanie,Haugland-Wells,21,Female,True,,3960175,21
7610452,Jessica,Bridges-Holland,8,Female,True,Football,,1129
2878941,Christine,Björklund-Persson,19,Female,False,,6074442,53
9896684,Julia,Andresen,28,Female,True,,7141076,343
6074442,Sander,Miller-Ortiz,20,Male,False,,2878941,294
2763512,Joseph,Andersson-Holm,13,Male,True,Chess,,96
4970329,Mary,Bryant-Holmqvist,15,Female,True,Chess,,666
2542178,Kristin,Hansson,45,Female,True,,2002037,252
9189499,Frank,Aas-Larsson,22,Male,True,,3360015,208
1613531,James,Middleton,37,Male,True,,8077702,347
5999113,Anders,Mosley,48,Male,True,,1315035,348
1062795,Miguel,Riley,58,Male,True,,2367326,349
3001805,Olav,Brekke-Karlsen,8,Male,True,,,74
6334456,Lars,Olsson,65,Male,True,,2984234,25
5071662,Donna,Medina,55,Female,True,,8357224,68
4426319,Meghan,Clark-Johansson,12,Female,True,,,17
8495080,Pamela,Harris,71,Female,True,,3406594,57
1970337,Vidar,Nordström,75,Male,True,,5594051,224
8935082,Adam,Amundsen-Karlsson,10,Male,True,Football,,114
7521603,Peter,Hudson,28,Male,True,,4094070,351
8099822,Mikaela,Håkansson,66,Female,True,,2933696,334
4053861,Katie,Meyer,62,Female,True,,3280909,277
3360015,Inger,Anderson-Wells,20,Female,False,,9189499,653
3216989,Linnea,Smith-Weeks,22,Female,False,,5496304,18
3103826,Joseph,Rodriguez,38,Male,True,,4657512,290
7141076,Mathias,Woodward,46,Male,True,,9896684,354
2002037,Gustaf,Watson,54,Male,True,,2542178,333
7009783,Kenneth,Love,37,Male,True,,5520669,355
6006650,Petter,Boström,45,Male,True,,6135384,356
8730595,Paul,Bennett,62,Male,True,,4632727,357
5158326,Sydney,Chapman-Haugland,8,Female,True,Basketball,,21
3348450,Christopher,Cardenas,26,Male,True,,8882342,359
1525902,Johan,Eriksson,60,Male,True,,1237682,249
2748999,Rickard,Aasen,73,Male,True,,1359223,360
5520669,Reidun,Solomon,48,Female,True,,7009783,361
6135384,Mikaela,Eriksen,49,Female,True,,6006650,302
9282553,Jennifer,Jordan-Smith,14,Female,True,American football,,18
6028376,Eric,Olsson,44,Male,True,,8272649,25
8882342,Kristine,Lewis,49,Female,True,,3348450,112
5496304,Claes,Claesson-Fredriksen,25,Male,True,,3216989,669
7692755,Per,Tanner,27,Male,True,,5132723,363
8272649,Karin,Johansson,38,Female,True,,6028376,17
2719727,Lars,Brooks-Guerrero,5,Male,True,,,201
6609054,Svein,Eliasson,33,Male,True,,8518252,189
8180661,Michelle,Andersson-Morris,22,Female,False,,9294448,96
2818936,John,Mason,33,Male,True,,4544759,366
1596283,Alicia,Göransson-Sundström,15,Female,True,,,99
9949027,Alexis,Karlsen,72,Female,True,,7353787,74
6075610,Zachary,Flores,53,Male,True,,7997418,148
6837014,Lonnie,Shepherd,58,Male,True,,6007131,367
4736272,Kjetil,Olsson,65,Male,True,,1315570,25
7192243,David,Zimmerman,47,Male,True,,7967048,368
8551823,Georg,Schultz-Strøm,13,Male,True,Football,,442
6299438,Martin,Ellingsen,50,Male,True,,8978515,42
8615968,Matthew,Ortiz,52,Male,True,,2277244,294
9472320,Tomas,Sweeney,62,Male,True,,4333252,370
5132723,Torill,Cook,43,Female,True,,7692755,371
6920391,David,Anderson-Mattsson,16,Male,True,Tennis,,653
8518252,Lauren,Hauge,29,Female,True,,6609054,10
7237880,Timothy,Padilla,37,Male,True,,5753647,372
4362989,Lisbeth,Cervantes,56,Female,True,,8580309,118
4468356,Eivind,Alvarado,51,Male,True,,4556592,373
4544759,Kristine,Wolfe,36,Female,True,,2818936,286
2367326,Therése,Riley,81,Female,True,,1062795,349
9211150,Sven,Bengtsson,53,Male,True,,7498692,256
2969860,Janet,Larsson-Rasmussen,24,Female,True,,5183469,66
9089717,Sören,Andersson-Rich,14,Male,True,American football,,96
4721210,Mackenzie,Carroll-Lilja,18,Female,False,,4034359,110
7507751,Cecilie,Cruz-Green,25,Female,True,,5958467,131
2711549,Jordan,Kristensen-Sørensen,18,Female,True,,9084145,390
9294448,Sune,Vargas-Vasquez,20,Male,False,,8180661,55
7997418,Mette,Lundgren,29,Female,True,,6075610,213
5183469,Emil,Ahmed-Solheim,19,Male,False,,2969860,616
2984234,Kristin,Olsson,73,Female,True,,6334456,25
9050480,Inger,Brooks-Brown,12,Female,True,Volleyball,,76
7967048,Felicia,Arvidsson,49,Female,True,,7192243,71
8978515,Elisabeth,Park,41,Female,True,,6299438,379
1135889,Kim,Larsson,81,Male,True,,8956168,172
7588125,Tyler,Cox-Townsend,15,Male,True,Tennis,,668
6892996,Sondre,Raymond,40,Male,True,,3133117,381
5594051,Tiffany,Nordström,79,Female,True,,1970337,224
4632727,Signe,Bennett,70,Female,False,,8730595,357
1237682,Karen,Eriksson,67,Female,True,,1525902,249
5504105,Erik,Gallegos,26,Male,True,,7731179,301
7956815,Meredith,Phillips-Robinson,19,Female,True,,9239692,178
8686858,Barry,Rhodes,57,Male,True,,2955438,383
1359223,Jennifer,Aasen,76,Female,True,,2748999,360
2277244,Erin,Perez,51,Female,True,,8615968,304
5753647,Lise,Bergström,51,Female,True,,7237880,384
4556592,Siv,Andersson,28,Female,True,,4468356,96
8115311,Tyler,Sanders,63,Male,True,,2935628,385
9398495,Kristina,Berge-Pettersson,20,Female,True,,8761248,41
1410624,Erik,Johansson,33,Male,True,,3923503,17
7498692,Margareta,Nelson,42,Female,True,,9211150,387
4985397,Douglas,Wright,48,Male,True,,1419880,388
4112868,Amanda,Carlsson-Clark,25,Female,False,,9604439,268
9840400,Georg,Johansson-Olsson,15,Male,True,Basketball,,17
5606731,Jimmy,Karlsson,54,Male,True,,6468583,64
2045522,Henrik,Andersson,29,Male,True,,1527898,96
3133117,Ann,Kristensen,52,Female,True,,6892996,390
4034359,Christopher,Engen-Parks,18,Male,False,,4721210,421
7731179,Karin,Karlsson,46,Female,True,,5504105,64
3923503,Synnøve,Escobar,49,Female,True,,1410624,392
6484708,Solveig,Friberg-Lindahl,9,Female,True,Football,,397
1419880,Marianne,Axelsson,34,Female,True,,4985397,278
6842227,Magnus,Strøm-Watson,16,Male,True,Volleyball,,333
9060705,Mona,Hedberg-Jensen,11,Female,True,American football,,274
2799184,Christopher,Jenssen,81,Male,True,,9474482,33
7557840,Robert,Campbell,33,Male,True,,7609735,395
2009516,Johan,Mejia,66,Male,True,,3238268,396
2611895,Tobias,Johnson,26,Male,True,,6508289,124
6007131,Christina,Shepherd,58,Female,True,,6837014,367
4051833,Bo,Friberg,63,Male,True,,5744105,397
6468583,Elin,Harding,53,Female,True,,5606731,398
1662505,Finn,Aguirre,46,Male,True,,4028887,399
1891251,Austin,Copeland,41,Male,True,,1995911,190
9615317,Magnus,Karlsson,35,Male,True,,4671505,64
1315570,Cristina,Olsson,76,Female,True,,4736272,25
4333252,Barbro,Sweeney,68,Female,True,,9472320,370
8956168,Hannah,Larsson,79,Female,True,,1135889,172
7742449,Elin,Holland-Phillips,16,Female,True,Football,,261
2955438,Jennifer,Rhodes,61,Female,True,,8686858,383
6303967,Tobias,Haynes,76,Male,True,,2220521,400
6462314,Birgitta,Jonsson-Logan,20,Female,False,,6482345,527
1033534,John,Lindberg-Warren,11,Male,True,Football,,447
7280392,Robert,Hall,61,Male,True,,6973509,403
3881774,Joseph,Johnson,52,Male,True,,4373573,124
2935628,Heidi,Sanders,68,Female,True,,8115311,385
2479162,Jasmine,Carroll-Johansson,17,Female,True,,,17
9474482,Melissa,Jenssen,65,Female,True,,2799184,33
4118980,Tammy,Castro-Olsen,22,Female,True,,6544066,339
5958467,Adrian,Greene-Morris,19,Male,True,,7507751,848
2714289,Deborah,Cooper-Perez,19,Female,False,,2454325,332
5853889,Donald,Orr,66,Male,True,,2149722,408
2441031,Michael,Murray,57,Male,True,,4976221,409
6421837,Christian,Brown,49,Male,True,,4748295,215
1527898,Bente,Crawford,36,Female,True,,2045522,328
3238268,Robin,Mejia,71,Female,True,,2009516,396
3540913,Øystein,Murphy,40,Male,True,,9517957,221
5744105,Rachel,Friberg,67,Female,True,,4051833,397
7609735,Ingrid,Helland,43,Female,True,,7557840,410
6508289,Victoria,Carroll,38,Female,True,,2611895,110
4028887,Wanda,Garcia,45,Female,True,,1662505,222
2572014,Derek,Solheim,30,Male,True,,4956394,23
2220521,Elizabeth,Haynes,62,Female,True,,6303967,400
7068012,Philip,Lilja,48,Male,True,,7447765,411
4848462,Ruth,Isaksson-Wallace,24,Female,False,,5166945,844
3126959,Douglas,Palmer,73,Male,True,,5755710,413
1048367,Robert,Johansen,39,Male,True,,9373744,414
2246227,Erik,Bell,50,Male,True,,7930392,415
6973509,Cindy,Hall,74,Female,True,,7280392,403
1995911,Tammy,Cervantes,54,Female,True,,1891251,118
1261745,Robin,Nelson-Schneider,15,Female,True,Volleyball,,387
6247688,Mark,Velazquez,76,Male,True,,2808372,417
5187808,Jonathan,Mills,55,Male,True,,5055329,418
7405931,Christian,Hubbard,34,Male,True,,1527720,419
9644482,Lisa,Davis-Sjöberg,17,Female,True,American football,,122
3367909,Michael,Engen,65,Male,True,,9836276,421
4671505,Brittney,Moen,54,Female,True,,9615317,47
5378574,Emil,Aguirre,49,Male,True,,9875881,399
2149722,Dawn,Orr,73,Female,True,,5853889,408
7494567,Eric,Frazier,65,Male,True,,5335099,422
9068947,Teresa,Pettersen-Svensson,18,Female,True,Basketball,5397959,618
4373573,Holly,Flores,32,Female,True,,3881774,148
9084145,Anthony,Andersson-Morris,25,Male,True,,2711549,96
4976221,Donna,Murray,62,Female,True,,2441031,409
3960646,Fredrik,Howell-Næss,7,Male,True,Volleyball,,123
3603446,Finn,Hansen,51,Male,True,,1169982,425
5784061,Austin,Hendricks,63,Male,True,,4877718,426
5755710,Monica,Palmer,71,Female,True,,3126959,413
4748295,Kajsa,Mack,35,Female,True,,6421837,427
2135045,Robert,Garcia,67,Male,True,,9275680,222
5041245,Maren,Eliassen-Karlsson,15,Female,True,Tennis,,147
2933764,Petter,Baker,69,Male,True,,3139839,92
4655937,Amber,Santos-Sæther,16,Female,True,Basketball,,964
9517957,Marissa,Johansson,40,Female,True,,3540913,17
2808372,Robin,Velazquez,65,Female,True,,6247688,417
3084376,Mary,Andersson-Macias,18,Female,True,Chess,5361525,96
7113707,Margaretha,Carpenter-Rodriguez,24,Female,True,,5223987,290
1892209,Karl,Oliver,60,Male,True,,6516208,431
3300708,Ivar,Martinsen,60,Male,True,,5645772,195
5055329,Birgitta,Mills,55,Female,True,,5187808,418
5521633,Joakim,Larsen,59,Male,True,,2792116,158
1005031,Michael,Warren,50,Male,True,,8331428,432
4477768,Kenneth,Valencia,26,Male,True,,6282320,433
5095161,Tobias,Svendsen,35,Male,True,,7172161,176
9239692,Eric,Ellingsen-Thorsen,20,Male,False,,7956815,54
9836276,Alisha,Engen,74,Female,True,,3367909,421
4956394,Andrea,Chapman,52,Female,True,,2572014,434
7447765,Becky,Carroll,40,Female,True,,7068012,110
4639585,Thomas,Larson,45,Male,True,,5053119,435
5335099,Doris,Frazier,77,Female,True,,7494567,422
8761248,Joseph,Carroll-Smith,18,Male,False,Volleyball,9398495,110
9373744,Melanie,Aasen,52,Female,True,,1048367,360
9339604,Wesley,Johansen,48,Male,True,,7889380,414
7930392,Kristy,Andersson,54,Female,True,,2246227,96
5162118,Maria,Antonsen-Garner,5,Female,True,,,734
4877718,Sarah,Hendricks,71,Female,True,,5784061,426
9275680,Eva,Garcia,76,Female,True,,2135045,222
1527720,April,Evensen,51,Female,True,,7405931,438
1268806,Michael,Pettersson,59,Male,True,,1395631,16
3139839,Maria,Baker,75,Female,True,,2933764,92
6516208,Audrey,Oliver,59,Female,True,,1892209,431
9604439,Christopher,Kim-Marsh,18,Male,True,Football,4112868,255
9875881,Katrina,Karlsson,52,Female,True,,5378574,64
7344100,Michael,Espinoza,53,Male,True,,3284952,440
9045820,Tommy,Rojas,42,Male,True,,7643439,441
5645772,Jennifer,Martinsen,61,Female,True,,3300708,195
2792116,Debra,Larsen,76,Female,True,,5521633,158
1395631,Brita,Pettersson,75,Female,True,,1268806,16
1569634,Pål,Schultz,44,Male,True,,3093490,442
4978260,Georg,Andersson-Vargas,15,Male,True,Volleyball,,96
3144540,Jacob,Olson,81,Male,True,,8324730,444
3904780,Jared,Strand,68,Male,True,,6806237,35
1433937,Joan,Green-Larsen,16,Female,True,Football,,131
3132192,Lars,Pettersson,75,Male,True,,2060527,16
5887605,Kevin,Oneal,71,Male,True,,4599800,446
1387204,Olav,Cooper,48,Male,True,,8864505,332
1468310,Bo,Riley,53,Male,True,,5152402,349
9917648,Ivar,Campbell,40,Male,True,,8763333,395
6027635,Elisabet,Ochoa-Rivera,10,Female,True,,,168
1169982,Kristine,Berge,34,Female,True,,3603446,41
8324730,Jessica,Olson,66,Female,True,,3144540,444
2434251,Sara,Caldwell-Helland,2,Female,True,,,410
2144153,Kurt,Moe,34,Male,True,,9505637,327
8331428,Maria,Lindberg,40,Female,True,,1005031,447
9695696,Hugo,Fletcher,50,Male,True,,9742055,448
5513265,Robert,Flores,75,Male,True,,9451579,148
6282320,Anette,Andersson,35,Female,False,,4477768,96
6581660,Per,Boström,35,Male,True,,4804942,356
3351107,Eric,Meza,61,Male,True,,1897329,130
3255059,Eric,Lynch,44,Male,True,,3101292,56
8358829,Angela,Antonsen-Hogan,23,Female,False,,5771023,1037
7172161,Kari,Mathisen,44,Female,True,,5095161,214
1582935,Brenda,Murphy-Preston,17,Female,True,Volleyball,,221
9880404,Ruth,Morris-Rodriguez,20,Female,False,,1594836,290
4057929,Shane,Andersson,47,Male,True,,9503252,96
3174898,Karl,Mora,42,Male,True,,1792369,451
1024323,Stephen,Fuller,74,Male,True,,1277410,452
5581815,Lars,Gray,37,Male,True,,5657051,326
5766782,Evan,Jensen,52,Male,True,,5581675,274
6806237,Marie,Strand,55,Female,True,,3904780,35
7281011,Åke,Nilsson-Weeks,4,Male,True,,,233
2060527,Tammy,Pettersson,57,Female,True,,3132192,16
6482345,Daniel,Eide-Reid,20,Male,False,,6462314,785
4599800,Christine,Oneal,78,Female,True,,5887605,446
3508629,Mari,Andersson-Rice,18,Female,False,,9690807,749
1641078,Henrik,Holm,41,Male,True,,3492756,322
2392081,Peter,Vik-Åström,13,Male,True,,,200
7387063,Peter,Svendsen,82,Male,True,,5151009,176
7860522,Matthew,Hansson,47,Male,True,,4971476,252
5053119,Shannon,French,53,Female,True,,4639585,457
7800088,Ingvar,Hall-Jacobsen,11,Male,True,Chess,,31
9451579,Ella,Flores,62,Female,True,,5513265,148
6544066,Michael,Sexton-Williams,22,Male,False,,4118980,1076
4086250,Rickard,Jensen,73,Male,True,,8302171,274
1853751,Miranda,Anthony-Moses,22,Female,True,,8250934,894
2454325,Thomas,Martinez-Obrien,21,Male,True,,2714289,202
8053112,Jakob,Nilsson-Weeks,8,Male,True,Tennis,,233
7889380,Inger,Phillips,46,Female,True,,9339604,97
