parent_personal_number,child_personal_number
5133054,2236814
5133054,8586218
5133054,2388226
9482145,8879966
9482145,3288040
1577684,1501523
2578720,5053119
2578720,4748518
2578720,7283326
5529757,7714002
7239001,8583774
7239001,2477871
1460133,2142079
1460133,8525373
1460133,6140654
1460133,8484790
7929799,6931645
7929799,3228484
7929799,9187521
7929799,1540532
7929799,3255939
7929799,9929276
5092666,6152298
1755106,7082835
1755106,7947387
1755106,8054922
2734399,5410496
2734399,6103329
2734399,3810443
3674486,5092017
6476584,8193027
6476584,1405530
6476584,1349412
2841944,2348376
2841944,9853676
5155090,4340650
4254103,9510210
4365977,4902379
9192464,8331428
9192464,2236814
9192464,8586218
9192464,2388226
4196773,6366543
3812230,2142079
3812230,8525373
3812230,6140654
3812230,8484790
7883053,4059142
6266371,7962488
6266371,3570122
6266371,1511414
6266371,1676113
6266371,2845806
9628429,2584386
9628429,8926036
5534287,6169871
3833481,5188107
3833481,9573627
3833481,3384880
3833481,4616141
4718582,7082835
4718582,7947387
4718582,8054922
4309857,8654113
4309857,5651733
4309857,5333730
4309857,6046335
3391115,1976676
3391115,7939301
6697128,5410496
6697128,6103329
6697128,3810443
4725671,9773878
4725671,5117558
6578654,6758496
4849378,4902379
4318017,7132861
4318017,4357766
4318017,3956953
7571719,8296924
7588742,4059142
5756757,6400832
2055153,9911165
2055153,3046340
2055153,9088395
2055153,8426603
2644319,6313750
2644319,3675066
6830770,5954632
6830770,2719365
7465593,5188107
7465593,9573627
7465593,3384880
7465593,4616141
8702560,6253028
8702560,7916342
8702560,3281744
1694398,8654113
1694398,5651733
1694398,5333730
1694398,6046335
8324650,9773878
8324650,5117558
5562362,9518605
9032363,3132492
9032363,2331047
9008611,9911165
9008611,3046340
9008611,9088395
9008611,8426603
3324418,2544054
3324418,3214764
3324418,6056328
3324418,3950356
3324418,4602598
9988313,3141704
7648068,5954632
7648068,2719365
9651393,6253028
9651393,7916342
9651393,3281744
7320926,7809899
7320926,4156196
7496858,2544054
7496858,3214764
7496858,6056328
7496858,3950356
7496858,4602598
4095916,2761123
4095916,5127287
4095916,9092395
6935737,3141704
3163997,2761123
3163997,5127287
3163997,9092395
4930818,4070708
4930818,9654571
8253501,1788741
4160960,4070708
4160960,9654571
9709996,1097080
9709996,8457555
9709996,4591544
3946342,5785520
3302568,7055096
3302568,9763384
3302568,9086693
2981044,9628251
3852053,5785520
4812339,5132723
4812339,3391115
4812339,8886256
4812339,6951780
4812339,5377320
4816316,9327745
4816316,2203867
4816316,6552176
4816316,1999806
9118959,7055096
9118959,9763384
9118959,9086693
8378770,5833487
8378770,6588406
8378770,8598069
7147094,9628251
2153225,5132723
2153225,3391115
2153225,8886256
2153225,6951780
2153225,5377320
4507668,4101782
3995221,4373573
3995221,3126108
3995221,4047005
3995221,3438311
9520103,9327745
9520103,2203867
9520103,6552176
9520103,1999806
4398756,5267597
4398756,5429942
7648748,3617160
7648748,5196074
4185199,5833487
4185199,6588406
4185199,8598069
1236756,2664207
1236756,4568577
1236756,6928900
9969105,3899673
9969105,2532273
4465966,3213502
5470246,2897866
5470246,9542243
5806499,6405365
4150444,9373758
4150444,8918893
4150444,2704878
6190794,2847939
9312085,4373573
9312085,3126108
9312085,4047005
9312085,3438311
8796557,6504298
8796557,2532968
1631932,7150668
7326213,3152541
7936787,3525405
7936787,4670065
6253028,7251007
1091367,2153767
6812901,8482205
6812901,1811087
6812901,5496304
3994818,8879966
3994818,3288040
9805541,2660193
9805541,5511919
4987042,8104890
4987042,5895483
4987042,2562502
2473415,5267597
2473415,5429942
8733112,2897866
8733112,9542243
1444802,7049182
6401095,8559531
6401095,8020306
6401095,2632231
6401095,6811433
7408890,2660193
7408890,5511919
7474000,4121476
7474000,4495732
4577921,7714002
7902010,4972076
7902010,1049607
7902010,9573614
7181562,8583774
7181562,2477871
6509028,8104890
6509028,5895483
6509028,2562502
6279007,8864779
6279007,3005078
6279007,8268415
6279007,1237547
2102585,1594836
2616969,7049182
9388473,8559531
9388473,8020306
9388473,2632231
9388473,6811433
1999116,1151981
1999116,1803172
1999116,7793441
3058196,4121476
3058196,4495732
4921895,2979397
4921895,3474583
9540350,2979397
9540350,3474583
1636024,3283793
1636024,3079282
1702523,3283793
1702523,3079282
1653398,9089717
1653398,3252987
1653398,3732225
8885714,6145493
8885714,8043379
7902802,9788071
8632091,2337577
6414293,2208387
6414293,5963944
6414293,2500118
6414293,9598101
6414293,4408558
5124383,2584386
5124383,8926036
5374750,4547614
5374750,7874511
6570484,6169871
5599780,6145493
5599780,8043379
9313896,1976676
9313896,7939301
9323607,4513013
1103699,6758496
2603387,2337577
6488397,2208387
6488397,5963944
6488397,2500118
6488397,9598101
6488397,4408558
7195737,6400832
3709559,4232792
3709559,7184965
5580362,5413552
5580362,4214345
4752988,5513839
6280892,4547614
6280892,7874511
4722592,6313750
4722592,3675066
5362429,9198037
5362429,1808663
5362429,5432315
3622446,1314612
3622446,9864923
4924126,6090308
2935507,1184816
5809708,1618301
5809708,5754821
5809708,3506079
4401560,4988287
4401560,1150975
8020306,7817853
8020306,5674201
8020306,3264009
5953508,5513839
7278007,3132492
7278007,2331047
9000887,1080299
9000887,3030739
9000887,3442630
9000887,9910963
2910350,9198037
2910350,1808663
2910350,5432315
3902351,8972664
3902351,4403810
1436505,1314612
1436505,9864923
1819683,6090308
5263049,3484237
5685446,1184816
2429379,1080299
2429379,3030739
2429379,3442630
2429379,9910963
1126626,3617160
1126626,5196074
8524051,7552114
7175345,5764014
7175345,1330427
1224765,7113289
1224765,8141856
1224765,4256371
1224765,9987861
7952435,5374943
7952435,1995827
4984562,7552114
7875644,8594443
9669957,7113289
9669957,8141856
9669957,4256371
9669957,9987861
4399894,5374943
4399894,1995827
7082835,6056576
3584081,7568827
3584081,2672396
3584081,4458624
6612456,7568827
6612456,2672396
6612456,4458624
4971039,7467586
4971039,4342713
4971039,3474888
4971039,7833312
4971039,2971145
5440554,8763333
4711258,7467586
4711258,4342713
4711258,3474888
4711258,7833312
4711258,2971145
7917549,2325246
1490006,6405365
1816027,8763333
1577007,6102887
3399782,7150668
8193590,3525405
8193590,4670065
8243712,1227166
2796679,3860734
2796679,9451378
2796679,1846793
8663700,6353535
8663700,6439359
2385984,8295183
2385984,3534152
7931913,9647101
7931913,1007109
7931913,4088245
8656308,6353535
8656308,6439359
8084636,3443059
8084636,5001370
8084636,2910222
8541316,9647101
8541316,1007109
8541316,4088245
4081290,7251007
9931608,3443059
9931608,5001370
9931608,2910222
4663064,6843846
5926858,6843846
4422255,9582995
2354061,2153767
5952581,4708699
5952581,8431318
7436565,5382111
7436565,3135626
7436565,6589079
7436565,8869514
2486673,5629987
2486673,6879272
2486673,6687123
2486673,5794621
6492554,9582995
3282294,9735714
3282294,9628396
6929177,4426940
6929177,3481559
6929177,5532330
6830572,1819387
6830572,5441965
5070061,4972076
5070061,1049607
5070061,9573614
9692646,5382111
9692646,3135626
9692646,6589079
9692646,8869514
8592150,1210590
2859628,3852990
2859628,2454325
2859628,2389328
2165648,5629987
2165648,6879272
2165648,6687123
2165648,5794621
1198221,8864779
1198221,3005078
1198221,8268415
1198221,1237547
9513387,6737580
9513387,5607431
9513387,5367549
3739529,1594836
8033284,1151981
8033284,1803172
8033284,7793441
5637892,9735714
5637892,9628396
2921179,9089717
2921179,3252987
2921179,3732225
8831960,4426940
8831960,3481559
8831960,5532330
2375892,1093065
8325482,6737580
8325482,5607431
8325482,5367549
1917174,4523424
1917174,4811038
7000667,9788071
8365083,1093065
4548698,4513013
2145445,4523424
2145445,4811038
5580256,7648748
5580256,9651318
5094074,6004914
7165799,4232792
7165799,7184965
2016895,5413552
2016895,4214345
8884770,7648748
8884770,9651318
1549910,5558575
9470025,4286174
9102486,8074276
9102486,7586674
3892349,8149149
4171357,5446030
4171357,6837238
2654909,3310492
7435812,5706586
7435812,5632680
7435812,4436112
7435812,4488001
4380449,4286174
1801201,1196150
1801201,6954945
1801201,8178377
2032187,9518476
2032187,6030222
2032187,3184740
1435141,1618301
1435141,5754821
1435141,3506079
4956065,8803881
7652224,6473776
7652224,2591829
7652224,3498672
7652224,2506109
1480957,4988287
1480957,1150975
7018025,7817853
7018025,5674201
7018025,3264009
7458653,8972664
7458653,4403810
6639326,3484237
4300258,2251619
4300258,8303968
4300258,2464021
9230845,9381607
9230845,1025480
5039316,8074276
5039316,7586674
7689446,8529621
7689446,3344250
2092577,5713862
2092577,4443265
2092577,9189499
4320508,3598538
9417602,5446030
9417602,6837238
8408061,5706586
8408061,5632680
8408061,4436112
8408061,4488001
8635095,4660964
9934719,9518476
9934719,6030222
9934719,3184740
1157700,6473776
1157700,2591829
1157700,3498672
1157700,2506109
6758753,2251619
6758753,8303968
6758753,2464021
9686413,5004338
3969745,8755000
3969745,6514133
4501200,8980776
4501200,2605140
4501200,7480046
1547303,1417891
1547303,8770766
3362879,1490006
3362879,9300701
2306063,3130235
2306063,1913355
6901445,6610408
4078684,6199559
4078684,2535149
4078684,2423372
4078684,3532894
4078684,8350247
2525442,5764014
2525442,1330427
4038107,8465247
3701392,5439027
3701392,3403775
3701392,5342885
1727785,4541419
9169473,9381607
9169473,1025480
1500967,8529621
1500967,3344250
2813457,8980776
2813457,2605140
2813457,7480046
7922365,8594443
6566722,1490006
6566722,9300701
7727849,9079271
6126091,6056576
9172559,3130235
9172559,1913355
3513261,6610408
8914267,2325246
2451075,6199559
2451075,2535149
2451075,2423372
2451075,3532894
2451075,8350247
7918399,4506048
7918399,2885868
3977354,4490457
3977354,6688957
3262058,9275182
3262058,9803303
1931909,4541419
3995098,9079271
2622845,5830551
2622845,1502145
6490660,6102887
2786905,8966136
2786905,3813872
2786905,8056028
2786905,3223821
5934219,5158326
6164703,1919969
6164703,6054343
4037158,4506048
4037158,2885868
8282856,1227166
9622538,1919969
9622538,6054343
4986844,8592150
4986844,6655846
4986844,5245228
8983344,3860734
8983344,9451378
8983344,1846793
7457964,7641466
7457964,2611742
4817613,8295183
4817613,3534152
5800737,6790251
5800737,3462186
5800737,8946109
5800737,4374295
5800737,4773339
5800737,9932569
5330010,2300348
5330010,6437004
9088966,8669373
2217127,8592150
2217127,6655846
2217127,5245228
6403563,5231538
6403563,9659215
6403563,8867502
1552298,7641466
1552298,2611742
2881554,8618702
2881554,8551021
2881554,2267245
8599011,3595213
9726864,4708699
9726864,8431318
9604966,3892975
9604966,7568116
9604966,2253894
5149025,8084755
5008739,4406262
5008739,9100641
3299342,5733727
3299342,3044903
5926878,1819387
5926878,5441965
6726722,7074164
4735564,4601010
4735564,8419119
4225149,6790251
4225149,3462186
4225149,8946109
4225149,4374295
4225149,4773339
4225149,9932569
3923244,2300348
3923244,6437004
4010499,8669373
1294044,5231538
1294044,9659215
1294044,8867502
3773058,1210590
4254639,1259124
4254639,7426520
4254639,3405075
1442318,8618702
1442318,8551021
1442318,2267245
7984038,3852990
7984038,2454325
7984038,2389328
6465198,3595213
3185719,6004914
4048096,3892975
4048096,7568116
4048096,2253894
7588351,5558575
4078925,1252533
4078925,4878804
5189295,8084755
7328369,3760251
7328369,4457428
7328369,3570672
7328369,5264681
6606588,4985397
6606588,5979313
6606588,2799204
6430668,7109535
8242970,8149149
4959635,3310492
3831084,6974762
3831084,6380760
7084385,7802906
7084385,4920736
3340820,1259124
3340820,7426520
3340820,3405075
7472361,5217753
2236814,1862640
1940290,8743930
5422461,8347187
5422461,5450768
5422461,8999137
6049330,4688540
6049330,1941742
7426520,7221605
4264676,6075610
4264676,4392405
4264676,2122312
4264676,3470931
4264676,1851693
5762191,1196150
5762191,6954945
5762191,8178377
7773617,3760251
7773617,4457428
7773617,3570672
7773617,5264681
5609436,8803881
5561819,4985397
5561819,5979313
5561819,2799204
1581821,5713862
1581821,4443265
1581821,9189499
4045885,3598538
4215443,7109535
8531461,7802906
8531461,4920736
8138583,8743930
6336742,4660964
9928663,5004338
6141185,8347187
6141185,5450768
6141185,8999137
2888794,3831084
2888794,1614549
2888794,1897226
2888794,9637809
2888794,7292931
2888794,4705071
3057981,6232527
3057981,6077586
3057981,7024987
3057981,7549827
5414250,1243749
5414250,1904675
9531691,8755000
9531691,6514133
1474788,2691630
1474788,4558168
9464459,7658924
4749316,1417891
4749316,8770766
3469830,5562362
3469830,8950964
3469830,9315797
3469830,1869192
2623724,4159784
2623724,9904240
3250301,9283612
3250301,4322382
3250301,3996333
9907004,7890399
7608152,1975915
7608152,1614193
7506055,4923278
7506055,8683340
4113917,5995867
4113917,5927159
7021543,6075610
7021543,4392405
7021543,2122312
7021543,3470931
7021543,1851693
3171404,8465247
2512440,5439027
2512440,3403775
2512440,5342885
9144155,3831084
9144155,1614549
9144155,1897226
9144155,9637809
9144155,7292931
9144155,4705071
4116089,4490457
4116089,6688957
3189020,5570271
3189020,6398564
3189020,4039145
3997872,9275182
3997872,9803303
3263185,1665498
3263185,1239481
3263185,7103575
3263185,7480302
8545376,5830551
8545376,1502145
6022334,6232527
6022334,6077586
6022334,7024987
6022334,7549827
6138498,5562362
6138498,8950964
6138498,9315797
6138498,1869192
6588938,4159784
6588938,9904240
6029196,1704324
6029196,1957545
9730241,8966136
9730241,3813872
9730241,8056028
9730241,3223821
5647386,9283612
5647386,4322382
5647386,3996333
8067868,5158326
1054318,6683015
1054318,8020934
1742264,8592014
2204353,7890399
8507235,6755500
5140720,8194342
5140720,7571719
5140720,8418085
5140720,9246530
4517417,4923278
4517417,8683340
2305939,7825563
2305939,4817613
2305939,1310594
2305939,1305939
2305939,3076515
9908903,4336967
7788110,3836892
7574447,3999544
7574447,7019773
7574447,6429724
5212493,3348450
5212493,6049330
5212493,5646197
5212493,8471064
1010289,9915566
1010289,5657471
2881068,3060910
2881068,1324013
2055549,7601380
1240653,4406262
1240653,9100641
8329136,1287693
4622856,5733727
4622856,3044903
3999734,5515499
2193874,1665498
2193874,1239481
2193874,7103575
2193874,7480302
7581223,8592014
3295474,2481315
3295474,3249859
4573697,2652651
4573697,3683441
5935969,7074164
8904879,4601010
8904879,8419119
7379476,4465966
7379476,2237437
7379476,8156933
7379476,5207556
4995575,4848716
4995575,3907618
4995575,8164247
4995575,9444019
4995575,1874431
8129726,1252533
8129726,4878804
8930041,8194342
8930041,7571719
8930041,8418085
8930041,9246530
8619219,6974762
8619219,6380760
2522245,8592726
